Crop_Type,Sowing_Date,Avg_Temp,Tmax,Tmin,Actual_Yield,Germination_Days_From_Sowing,Germination_GDD_Required,Germination_Predicted_Date,Leaf_Development_Days_From_Sowing,Leaf_Development_GDD_Required,Leaf_Development_Predicted_Date,Tillering_Elongation_Days_From_Sowing,Tillering_Elongation_GDD_Required,Tillering_Elongation_Predicted_Date,Reproductive_Days_From_Sowing,Reproductive_GDD_Required,Reproductive_Predicted_Date,Grain_Filling_Days_From_Sowing,Grain_Filling_GDD_Required,Grain_Filling_Predicted_Date,Maturity_Days_From_Sowing,Maturity_GDD_Required,Maturity_Predicted_Date,Total_Season_Length_Predicted,Total_GDD_Required,Current_Growth_Stage,Days_To_Maturity,Harvest_Window_Start,Harvest_Window_End,Sowing_Date_dt
Cotton,2023-06-06,35.9,45.9,31.9,1.5,5,86.7,2023-06-11,39,592.5,2023-07-15,65,1219.3,2023-08-10,105,2464.8,2023-09-19,155,3211.8,2023-11-08,194,3765.2,2023-12-17,188,3857.0,Tillering_Elongation,194,2023-12-22,2024-01-01,2023-06-06
Soybean,2023-06-18,22.8,29.5,16.4,2.3,8,100.1,2023-06-26,22,332.4,2023-07-10,41,773.0,2023-07-29,63,1120.5,2023-08-20,84,1509.5,2023-09-10,92,2240.6,2023-09-18,93,2187.0,Germination,92,2023-09-23,2023-10-03,2023-06-18
Rice,2023-07-27,29.4,38.2,22.7,4.5,9,100.2,2023-08-05,23,428.6,2023-08-19,53,941.5,2023-09-18,82,1753.2,2023-10-17,116,1989.0,2023-11-20,135,2419.9,2023-12-09,144,2560.0,Reproductive,135,2023-12-14,2023-12-24,2023-07-27
Maize,2023-06-29,28.9,37.5,21.3,4.8,8,149.2,2023-07-07,19,463.6,2023-07-18,38,820.7,2023-08-06,68,1495.3,2023-09-05,93,1823.8,2023-09-30,137,2375.5,2023-11-13,114,2346.0,Germination,137,2023-11-18,2023-11-28,2023-06-29
Sugarcane,2023-06-16,28.8,36.6,22.6,104.4,30,154.4,2023-07-16,67,1038.5,2023-08-22,120,2475.6,2023-10-14,230,4274.7,2024-02-01,261,4981.5,2024-03-03,300,5035.1,2024-04-11,309,5672.0,Grain_Filling,300,2024-04-16,2024-04-26,2023-06-16
Rice,2023-07-19,30.6,38.1,24.4,4.3,7,119.9,2023-07-26,23,420.3,2023-08-11,40,911.6,2023-08-28,82,1705.7,2023-10-09,95,1916.3,2023-10-22,138,2448.6,2023-12-04,143,2767.0,Reproductive,138,2023-12-09,2023-12-19,2023-07-19
Rice,2023-06-30,32.2,41.7,25.7,6.1,8,97.2,2023-07-08,20,426.1,2023-07-20,60,832.2,2023-08-29,83,1600.5,2023-09-21,111,1802.3,2023-10-19,131,2488.0,2023-11-08,138,2639.0,Leaf_Development,131,2023-11-13,2023-11-23,2023-06-30
Rice,2023-07-07,28.9,38.4,20.9,6.3,12,106.5,2023-07-19,29,385.4,2023-08-05,58,862.1,2023-09-03,80,1704.6,2023-09-25,114,1904.2,2023-10-29,128,2498.4,2023-11-12,155,2405.0,Leaf_Development,128,2023-11-17,2023-11-27,2023-07-07
Sugarcane,2023-07-10,32.5,44.3,25.7,150.1,19,229.2,2023-07-29,72,1141.8,2023-09-20,131,2278.6,2023-11-18,263,3558.8,2024-03-29,254,4487.5,2024-03-20,303,4543.8,2024-05-08,359,5556.0,Maturity,303,2024-05-13,2024-05-23,2023-07-10
Wheat,2023-11-26,16.3,22.4,11.4,3.6,10,97.1,2023-12-06,21,391.8,2023-12-17,38,701.8,2024-01-03,80,1373.0,2024-02-14,94,1454.7,2024-02-28,129,2009.6,2024-04-03,127,1955.0,Grain_Filling,129,2024-04-08,2024-04-18,2023-11-26
Soybean,2023-06-25,25.6,37.3,19.9,1.7,7,91.3,2023-07-02,25,303.9,2023-07-20,40,725.5,2023-08-04,61,1012.2,2023-08-25,80,1661.9,2023-09-13,118,2013.1,2023-10-21,96,1874.0,Leaf_Development,118,2023-10-26,2023-11-05,2023-06-25
Sugarcane,2023-06-22,35.2,41.6,31.0,112.6,29,196.1,2023-07-21,69,978.3,2023-08-30,175,2950.4,2023-12-14,215,3819.9,2024-01-23,266,4342.5,2024-03-14,330,5895.4,2024-05-17,340,5259.0,Germination,330,2024-05-22,2024-06-01,2023-06-22
Maize,2023-06-02,31.5,43.1,24.5,4.0,9,147.8,2023-06-11,24,446.1,2023-06-26,35,989.0,2023-07-07,69,1458.4,2023-08-10,97,1636.1,2023-09-07,124,2441.6,2023-10-04,136,2622.0,Tillering_Elongation,124,2023-10-09,2023-10-19,2023-06-02
Sugarcane,2023-07-02,29.9,37.2,23.9,70.9,27,160.8,2023-07-29,76,887.2,2023-09-16,148,2346.9,2023-11-27,216,3869.9,2024-02-03,255,4931.8,2024-03-13,308,5430.5,2024-05-05,361,5771.0,Tillering_Elongation,308,2024-05-10,2024-05-20,2023-07-02
Cotton,2023-07-25,36.9,46.4,32.2,2.2,9,86.9,2023-08-03,34,597.1,2023-08-28,69,1197.8,2023-10-02,106,2119.5,2023-11-08,161,3182.5,2024-01-02,199,3818.2,2024-02-09,197,3941.0,Germination,199,2024-02-14,2024-02-24,2023-07-25
Cotton,2023-06-21,30.0,36.6,23.5,1.9,8,118.1,2023-06-29,38,568.8,2023-07-29,56,1126.2,2023-08-16,100,2283.4,2023-09-29,140,2946.0,2023-11-08,208,3844.5,2024-01-15,188,3672.0,Leaf_Development,208,2024-01-20,2024-01-30,2023-06-21
Wheat,2023-10-26,16.7,24.8,11.8,5.3,9,84.2,2023-11-04,25,377.9,2023-11-20,49,690.9,2023-12-14,84,1301.3,2024-01-18,86,1634.9,2024-01-20,137,2082.9,2024-03-11,131,1854.0,Reproductive,137,2024-03-16,2024-03-26,2023-10-26
Maize,2023-07-02,28.3,36.9,21.6,6.6,6,139.9,2023-07-08,28,449.2,2023-07-30,49,854.4,2023-08-20,65,1456.9,2023-09-05,81,1921.0,2023-09-21,108,2408.9,2023-10-18,120,2483.0,Germination,108,2023-10-23,2023-11-02,2023-07-02
Sugarcane,2023-06-14,27.7,37.2,21.0,58.3,24,249.5,2023-07-08,90,1008.7,2023-09-12,132,2868.7,2023-10-24,233,4085.1,2024-02-02,268,4575.8,2024-03-08,365,5571.2,2024-06-13,360,5335.0,Leaf_Development,365,2024-06-18,2024-06-28,2023-06-14
Rice,2023-06-23,26.7,35.6,19.1,7.5,8,91.4,2023-07-01,24,410.5,2023-07-17,56,917.4,2023-08-18,87,1673.3,2023-09-18,96,2074.5,2023-09-27,140,2768.1,2023-11-10,141,2484.0,Tillering_Elongation,140,2023-11-15,2023-11-25,2023-06-23
Cotton,2023-07-22,37.2,45.0,30.9,1.4,8,114.8,2023-07-30,29,475.7,2023-08-20,68,1133.9,2023-09-28,109,2310.8,2023-11-08,175,3246.1,2024-01-13,196,3796.2,2024-02-03,181,3502.0,Tillering_Elongation,196,2024-02-08,2024-02-18,2023-07-22
Wheat,2023-10-31,18.3,29.8,10.3,2.9,8,70.8,2023-11-08,28,359.7,2023-11-28,37,757.2,2023-12-07,83,1443.8,2024-01-22,100,1470.5,2024-02-08,124,1838.7,2024-03-03,125,1927.0,Maturity,124,2024-03-08,2024-03-18,2023-10-31
Rice,2023-06-22,27.7,37.6,23.0,8.4,8,119.3,2023-06-30,21,430.3,2023-07-13,57,983.6,2023-08-18,91,1779.7,2023-09-21,111,2126.0,2023-10-11,125,2734.9,2023-10-25,151,2644.0,Germination,125,2023-10-30,2023-11-09,2023-06-22
Maize,2023-06-18,26.0,34.7,20.9,8.4,6,117.5,2023-06-24,19,430.8,2023-07-07,45,882.0,2023-08-02,74,1528.1,2023-08-31,92,1803.5,2023-09-18,138,2263.2,2023-11-03,108,2266.0,Germination,138,2023-11-08,2023-11-18,2023-06-18
Rice,2023-07-27,27.7,35.4,21.2,2.7,5,118.4,2023-08-01,27,403.8,2023-08-23,60,878.4,2023-09-25,86,1714.5,2023-10-21,117,1825.5,2023-11-21,158,2558.3,2024-01-01,132,2687.0,Maturity,158,2024-01-06,2024-01-16,2023-07-27
Rice,2023-07-09,31.7,38.6,25.5,4.2,6,80.2,2023-07-15,30,355.4,2023-08-08,41,941.1,2023-08-19,100,1668.1,2023-10-17,95,2172.0,2023-10-12,145,2467.9,2023-12-01,127,2723.0,Tillering_Elongation,145,2023-12-06,2023-12-16,2023-07-09
Cotton,2023-07-15,32.8,40.4,25.1,2.3,8,107.7,2023-07-23,32,435.6,2023-08-16,64,1069.1,2023-09-17,108,2194.7,2023-10-31,142,3129.3,2023-12-04,223,3779.7,2024-02-23,192,4146.0,Germination,223,2024-02-28,2024-03-09,2023-07-15
Cotton,2023-07-27,33.0,39.4,27.3,1.4,10,103.1,2023-08-06,40,550.0,2023-09-05,78,1094.4,2023-10-13,122,2161.3,2023-11-26,172,3239.9,2024-01-15,195,3541.0,2024-02-07,207,3695.0,Grain_Filling,195,2024-02-12,2024-02-22,2023-07-27
Wheat,2023-11-01,18.5,24.8,11.9,5.3,8,60.6,2023-11-09,21,336.5,2023-11-22,49,623.5,2023-12-20,86,1431.9,2024-01-26,98,1454.9,2024-02-07,130,2028.2,2024-03-10,124,2045.0,Germination,130,2024-03-15,2024-03-25,2023-11-01
Soybean,2023-07-06,25.2,35.8,19.0,1.3,7,73.4,2023-07-13,25,372.6,2023-07-31,30,723.2,2023-08-05,50,1281.7,2023-08-25,94,1527.3,2023-10-08,94,2090.0,2023-10-08,98,2193.0,Grain_Filling,94,2023-10-13,2023-10-23,2023-07-06
Wheat,2023-10-15,20.2,29.4,12.3,5.3,6,60.6,2023-10-21,28,381.7,2023-11-12,50,730.2,2023-12-04,94,1475.7,2024-01-17,97,1437.4,2024-01-20,122,2076.9,2024-02-14,137,1848.0,Maturity,122,2024-02-19,2024-02-29,2023-10-15
Soybean,2023-07-04,25.2,37.2,18.0,1.9,5,105.5,2023-07-09,19,428.4,2023-07-23,43,768.0,2023-08-16,61,1146.3,2023-09-03,82,1742.0,2023-09-24,93,1995.7,2023-10-05,98,2008.0,Tillering_Elongation,93,2023-10-10,2023-10-20,2023-07-04
Rice,2023-07-31,24.6,35.1,17.8,5.1,10,118.7,2023-08-10,22,429.3,2023-08-22,51,873.8,2023-09-20,90,1676.3,2023-10-29,120,1895.4,2023-11-28,128,2557.7,2023-12-06,137,2471.0,Grain_Filling,128,2023-12-11,2023-12-21,2023-07-31
Cotton,2023-06-13,26.7,37.6,21.5,2.7,8,119.2,2023-06-21,36,543.4,2023-07-19,55,1172.7,2023-08-07,110,2057.3,2023-10-01,152,3051.1,2023-11-12,217,4083.0,2024-01-16,197,3829.0,Grain_Filling,217,2024-01-21,2024-01-31,2023-06-13
Sugarcane,2023-06-06,26.5,34.1,21.0,109.5,22,154.1,2023-06-28,73,950.8,2023-08-18,153,2283.3,2023-11-06,259,4156.2,2024-02-20,307,4141.2,2024-04-08,357,4757.4,2024-05-28,316,5505.0,Grain_Filling,357,2024-06-02,2024-06-12,2023-06-06
Rice,2023-06-16,34.0,40.4,28.4,2.5,5,93.3,2023-06-21,32,396.1,2023-07-18,55,984.1,2023-08-10,90,1614.9,2023-09-14,101,1837.7,2023-09-25,152,2524.0,2023-11-15,140,2795.0,Grain_Filling,152,2023-11-20,2023-11-30,2023-06-16
Wheat,2023-11-30,13.5,21.7,6.8,4.4,9,95.0,2023-12-09,23,303.6,2023-12-23,43,688.0,2024-01-12,86,1492.1,2024-02-24,94,1463.9,2024-03-03,110,1859.2,2024-03-19,113,1874.0,Germination,110,2024-03-24,2024-04-03,2023-11-30
Maize,2023-06-27,28.4,36.9,20.8,7.3,7,107.3,2023-07-04,26,415.2,2023-07-23,37,907.6,2023-08-03,73,1481.3,2023-09-08,79,1689.5,2023-09-14,101,2476.8,2023-10-06,125,2273.0,Grain_Filling,101,2023-10-11,2023-10-21,2023-06-27
Maize,2023-07-02,28.3,37.7,22.5,10.1,7,114.1,2023-07-09,28,451.5,2023-07-30,46,842.9,2023-08-17,80,1528.8,2023-09-20,83,1829.6,2023-09-23,137,2539.0,2023-11-16,128,2617.0,Leaf_Development,137,2023-11-21,2023-12-01,2023-07-02
Maize,2023-07-06,30.0,39.6,24.2,6.0,10,105.5,2023-07-16,22,417.5,2023-07-28,36,923.2,2023-08-11,79,1550.0,2023-09-23,84,1691.0,2023-09-28,122,2630.8,2023-11-05,100,2599.0,Germination,122,2023-11-10,2023-11-20,2023-07-06
Maize,2023-07-19,25.8,33.4,19.2,6.7,9,146.5,2023-07-28,27,496.6,2023-08-15,47,929.6,2023-09-04,80,1444.6,2023-10-07,97,1874.8,2023-10-24,124,2608.0,2023-11-20,137,2290.0,Tillering_Elongation,124,2023-11-25,2023-12-05,2023-07-19
Cotton,2023-06-16,29.0,39.8,24.9,1.5,8,105.2,2023-06-24,30,542.7,2023-07-16,69,1102.0,2023-08-24,105,2337.5,2023-09-29,157,3127.6,2023-11-20,218,3989.0,2024-01-20,213,4195.0,Tillering_Elongation,218,2024-01-25,2024-02-04,2023-06-16
Sugarcane,2023-07-15,32.7,41.2,28.2,103.7,17,186.1,2023-08-01,82,1176.4,2023-10-05,131,2781.8,2023-11-23,255,4237.9,2024-03-26,307,4130.3,2024-05-17,350,5974.4,2024-06-29,361,5824.0,Maturity,350,2024-07-04,2024-07-14,2023-07-15
Soybean,2023-07-01,22.0,32.3,15.5,3.6,4,78.4,2023-07-05,15,328.6,2023-07-16,33,730.8,2023-08-03,67,1178.0,2023-09-06,81,1644.5,2023-09-20,93,2086.8,2023-10-02,112,1834.0,Tillering_Elongation,93,2023-10-07,2023-10-17,2023-07-01
Cotton,2023-07-12,33.6,43.9,25.9,3.8,5,115.7,2023-07-17,36,456.0,2023-08-17,70,1196.9,2023-09-20,114,2175.4,2023-11-03,164,3012.8,2023-12-23,217,3851.0,2024-02-14,210,4077.0,Grain_Filling,217,2024-02-19,2024-02-29,2023-07-12
Cotton,2023-07-16,35.2,44.5,27.7,1.5,9,117.0,2023-07-25,28,407.7,2023-08-13,53,1185.1,2023-09-07,107,2218.8,2023-10-31,158,3101.7,2023-12-21,216,3762.4,2024-02-17,214,3582.0,Leaf_Development,216,2024-02-22,2024-03-03,2023-07-16
Sugarcane,2023-07-02,32.1,43.7,25.4,58.7,19,159.0,2023-07-21,60,976.2,2023-08-31,161,2669.1,2023-12-10,229,4179.3,2024-02-16,277,4683.8,2024-04-04,349,5994.1,2024-06-15,315,5653.0,Germination,349,2024-06-20,2024-06-30,2023-07-02
Sugarcane,2023-06-29,33.9,43.4,25.9,66.0,27,180.6,2023-07-26,84,1131.1,2023-09-21,143,2016.4,2023-11-19,233,3704.5,2024-02-17,286,4554.0,2024-04-10,359,5350.5,2024-06-22,304,4615.0,Maturity,359,2024-06-27,2024-07-07,2023-06-29
Wheat,2023-12-04,20.9,31.0,15.3,6.7,10,63.8,2023-12-14,27,305.7,2023-12-31,39,728.3,2024-01-12,80,1345.8,2024-02-22,95,1418.3,2024-03-08,117,1853.2,2024-03-30,134,1872.0,Tillering_Elongation,117,2024-04-04,2024-04-14,2023-12-04
Wheat,2023-10-16,17.4,24.1,11.6,2.9,7,80.9,2023-10-23,24,336.1,2023-11-09,49,794.7,2023-12-04,92,1401.7,2024-01-16,85,1530.4,2024-01-09,136,1941.7,2024-02-29,116,1888.0,Tillering_Elongation,136,2024-03-05,2024-03-15,2023-10-16
Rice,2023-06-06,26.7,34.5,22.2,6.4,8,100.6,2023-06-14,24,357.6,2023-06-30,57,970.0,2023-08-02,85,1630.2,2023-08-30,97,1868.6,2023-09-11,122,2402.1,2023-10-06,135,2794.0,Grain_Filling,122,2023-10-11,2023-10-21,2023-06-06
Wheat,2023-11-02,14.8,24.8,7.7,5.7,9,72.2,2023-11-11,28,325.5,2023-11-30,36,669.1,2023-12-08,90,1390.9,2024-01-31,102,1643.3,2024-02-12,122,1941.9,2024-03-03,113,1915.0,Leaf_Development,122,2024-03-08,2024-03-18,2023-11-02
Soybean,2023-06-15,25.5,36.9,21.2,1.7,4,82.7,2023-06-19,25,407.3,2023-07-10,43,672.3,2023-07-28,65,1230.7,2023-08-19,81,1622.9,2023-09-04,93,1858.5,2023-09-16,105,2005.0,Tillering_Elongation,93,2023-09-21,2023-10-01,2023-06-15
Sugarcane,2023-06-26,31.4,38.0,25.8,83.3,21,164.6,2023-07-17,73,1082.6,2023-09-07,156,2787.0,2023-11-29,244,3585.5,2024-02-25,316,4039.2,2024-05-07,342,5294.1,2024-06-02,321,5970.0,Grain_Filling,342,2024-06-07,2024-06-17,2023-06-26
Maize,2023-07-15,27.7,36.8,22.9,7.9,10,148.5,2023-07-25,27,466.4,2023-08-11,39,894.7,2023-08-23,68,1483.3,2023-09-21,96,1701.7,2023-10-19,134,2364.6,2023-11-26,109,2699.0,Reproductive,134,2023-12-01,2023-12-11,2023-07-15
Sugarcane,2023-06-16,32.4,43.7,25.0,79.0,29,200.7,2023-07-15,80,1017.9,2023-09-04,143,2961.8,2023-11-06,236,3900.4,2024-02-07,313,4023.2,2024-04-24,353,5784.3,2024-06-03,361,5514.0,Leaf_Development,353,2024-06-08,2024-06-18,2023-06-16
Soybean,2023-06-20,27.5,35.4,23.1,3.3,5,84.1,2023-06-25,22,339.3,2023-07-12,35,686.7,2023-07-25,50,1205.7,2023-08-09,87,1481.2,2023-09-15,117,2163.9,2023-10-15,111,2004.0,Tillering_Elongation,117,2023-10-20,2023-10-30,2023-06-20
Maize,2023-07-13,24.4,30.4,17.1,6.5,9,128.7,2023-07-22,25,493.4,2023-08-07,50,858.1,2023-09-01,74,1411.6,2023-09-25,97,1779.6,2023-10-18,136,2293.9,2023-11-26,124,2629.0,Grain_Filling,136,2023-12-01,2023-12-11,2023-07-13
Maize,2023-07-08,27.7,36.5,21.4,5.4,5,129.7,2023-07-13,18,415.1,2023-07-26,43,998.4,2023-08-20,68,1569.4,2023-09-14,78,1895.8,2023-09-24,114,2517.0,2023-10-30,109,2545.0,Maturity,114,2023-11-04,2023-11-14,2023-07-08
Soybean,2023-06-24,21.2,28.1,16.3,2.1,8,95.1,2023-07-02,25,420.2,2023-07-19,45,769.9,2023-08-08,64,1020.5,2023-08-27,74,1623.3,2023-09-06,111,1851.8,2023-10-13,105,2234.0,Grain_Filling,111,2023-10-18,2023-10-28,2023-06-24
Rice,2023-07-01,27.4,36.5,21.1,6.0,10,98.0,2023-07-11,34,368.6,2023-08-04,43,860.6,2023-08-13,93,1797.7,2023-10-02,115,2130.5,2023-10-24,132,2574.2,2023-11-10,142,2652.0,Tillering_Elongation,132,2023-11-15,2023-11-25,2023-07-01
Cotton,2023-07-06,34.6,44.9,26.6,2.5,8,89.6,2023-07-14,25,573.6,2023-07-31,71,1282.6,2023-09-15,110,2306.3,2023-10-24,141,3042.7,2023-11-24,187,3996.0,2024-01-09,204,4154.0,Grain_Filling,187,2024-01-14,2024-01-24,2023-07-06
Soybean,2023-07-04,23.5,33.6,18.3,1.4,4,108.2,2023-07-08,15,398.9,2023-07-19,36,634.8,2023-08-09,55,1070.8,2023-08-28,89,1541.4,2023-10-01,101,2032.9,2023-10-13,111,2073.0,Leaf_Development,101,2023-10-18,2023-10-28,2023-07-04
Wheat,2023-11-06,17.5,25.2,12.6,4.3,8,88.9,2023-11-14,22,328.1,2023-11-28,38,613.6,2023-12-14,94,1323.1,2024-02-08,99,1530.3,2024-02-13,134,1881.5,2024-03-19,114,1928.0,Reproductive,134,2024-03-24,2024-04-03,2023-11-06
Maize,2023-06-28,31.9,40.4,26.3,6.8,9,106.6,2023-07-07,27,482.3,2023-07-25,42,864.8,2023-08-09,75,1463.3,2023-09-11,90,1854.9,2023-09-26,139,2323.0,2023-11-14,126,2641.0,Grain_Filling,139,2023-11-19,2023-11-29,2023-06-28
Wheat,2023-12-01,16.1,27.3,11.1,4.0,6,72.8,2023-12-07,30,329.5,2023-12-31,48,757.5,2024-01-18,81,1454.2,2024-02-20,97,1644.4,2024-03-07,121,2045.5,2024-03-31,120,1891.0,Reproductive,121,2024-04-05,2024-04-15,2023-12-01
Maize,2023-07-06,28.0,39.5,22.8,5.7,8,113.8,2023-07-14,24,484.0,2023-07-30,37,980.7,2023-08-12,62,1476.6,2023-09-06,88,1918.6,2023-10-02,109,2404.2,2023-10-23,103,2604.0,Leaf_Development,109,2023-10-28,2023-11-07,2023-07-06
Sugarcane,2023-06-22,28.9,36.6,24.1,122.6,23,225.6,2023-07-15,74,884.9,2023-09-04,151,2184.2,2023-11-20,237,4004.2,2024-02-14,262,4094.7,2024-03-10,301,5491.1,2024-04-18,353,5796.0,Germination,301,2024-04-23,2024-05-03,2023-06-22
Maize,2023-06-23,28.3,39.0,23.6,9.9,5,110.3,2023-06-28,23,420.2,2023-07-16,40,946.6,2023-08-02,70,1519.4,2023-09-01,100,1746.1,2023-10-01,140,2581.7,2023-11-10,101,2627.0,Grain_Filling,140,2023-11-15,2023-11-25,2023-06-23
Rice,2023-07-15,26.9,35.4,22.6,4.9,11,94.8,2023-07-26,26,359.0,2023-08-10,60,949.5,2023-09-13,88,1640.5,2023-10-11,117,2136.8,2023-11-09,124,2428.5,2023-11-16,148,2537.0,Germination,124,2023-11-21,2023-12-01,2023-07-15
Soybean,2023-06-30,22.8,29.9,17.6,1.5,6,84.3,2023-07-06,18,385.1,2023-07-18,38,646.1,2023-08-07,62,1100.3,2023-08-31,82,1427.5,2023-09-20,119,2236.4,2023-10-27,115,1870.0,Tillering_Elongation,119,2023-11-01,2023-11-11,2023-06-30
Soybean,2023-06-18,26.7,36.5,19.0,1.2,8,94.3,2023-06-26,19,345.7,2023-07-07,32,618.8,2023-07-20,58,1173.1,2023-08-15,71,1487.4,2023-08-28,111,2006.0,2023-10-07,95,2180.0,Grain_Filling,111,2023-10-12,2023-10-22,2023-06-18
Rice,2023-06-20,30.6,42.0,25.7,1.9,7,101.4,2023-06-27,21,395.4,2023-07-11,56,833.8,2023-08-15,82,1750.4,2023-09-10,109,1958.3,2023-10-07,148,2747.4,2023-11-15,123,2437.0,Germination,148,2023-11-20,2023-11-30,2023-06-20
Rice,2023-06-17,32.5,42.8,25.9,7.1,5,87.2,2023-06-22,27,389.7,2023-07-14,59,870.1,2023-08-15,84,1664.3,2023-09-09,106,2157.8,2023-10-01,149,2419.3,2023-11-13,147,2544.0,Leaf_Development,149,2023-11-18,2023-11-28,2023-06-17
Maize,2023-06-15,27.7,38.8,22.2,3.1,8,135.3,2023-06-23,21,448.0,2023-07-06,47,973.8,2023-08-01,76,1520.3,2023-08-30,96,1761.3,2023-09-19,122,2397.5,2023-10-15,110,2303.0,Grain_Filling,122,2023-10-20,2023-10-30,2023-06-15
Maize,2023-06-08,29.7,38.6,24.3,8.9,9,135.4,2023-06-17,23,471.5,2023-07-01,49,987.4,2023-07-27,62,1427.7,2023-08-09,83,1667.1,2023-08-30,107,2586.1,2023-09-23,137,2397.0,Grain_Filling,107,2023-09-28,2023-10-08,2023-06-08
Sugarcane,2023-07-17,33.8,45.4,28.1,68.5,27,182.8,2023-08-13,65,864.8,2023-09-20,178,2980.5,2024-01-11,232,4118.1,2024-03-05,316,4666.8,2024-05-28,317,4599.4,2024-05-29,363,5190.0,Tillering_Elongation,317,2024-06-03,2024-06-13,2023-07-17
Wheat,2023-10-27,14.0,22.1,7.0,2.5,5,62.1,2023-11-01,22,347.7,2023-11-18,40,620.8,2023-12-06,94,1445.2,2024-01-29,101,1446.0,2024-02-05,138,2071.0,2024-03-13,118,1834.0,Tillering_Elongation,138,2024-03-18,2024-03-28,2023-10-27
Wheat,2023-11-04,16.8,24.7,10.8,3.5,10,69.9,2023-11-14,24,300.5,2023-11-28,38,684.4,2023-12-12,83,1484.4,2024-01-26,105,1466.1,2024-02-17,114,1969.6,2024-02-26,123,1836.0,Reproductive,114,2024-03-02,2024-03-12,2023-11-04
Cotton,2023-06-08,33.1,43.7,27.9,2.9,7,98.3,2023-06-15,33,514.4,2023-07-11,61,1238.0,2023-08-08,100,2473.6,2023-09-16,167,3052.0,2023-11-22,222,3749.8,2024-01-16,223,3724.0,Grain_Filling,222,2024-01-21,2024-01-31,2023-06-08
Sugarcane,2023-07-18,36.1,47.6,31.5,108.0,24,200.2,2023-08-11,70,1151.8,2023-09-26,172,2901.4,2024-01-06,233,3635.8,2024-03-07,309,4977.8,2024-05-22,350,5210.0,2024-07-02,338,5408.0,Maturity,350,2024-07-07,2024-07-17,2023-07-18
Rice,2023-07-05,30.4,36.7,24.1,6.8,8,101.7,2023-07-13,20,368.8,2023-07-25,49,828.2,2023-08-23,96,1708.1,2023-10-09,109,2055.7,2023-10-22,133,2786.4,2023-11-15,129,2624.0,Leaf_Development,133,2023-11-20,2023-11-30,2023-07-05
Maize,2023-07-31,31.6,42.0,25.2,10.3,7,128.5,2023-08-07,20,492.1,2023-08-20,48,927.9,2023-09-17,69,1476.5,2023-10-08,94,1732.4,2023-11-02,118,2339.8,2023-11-26,111,2328.0,Leaf_Development,118,2023-12-01,2023-12-11,2023-07-31
Soybean,2023-07-19,28.5,36.4,22.6,1.8,8,75.6,2023-07-27,25,439.3,2023-08-13,35,711.5,2023-08-23,69,1166.6,2023-09-26,86,1755.9,2023-10-13,94,2005.1,2023-10-21,95,1850.0,Reproductive,94,2023-10-26,2023-11-05,2023-07-19
Rice,2023-07-15,33.5,43.5,27.0,5.5,5,107.6,2023-07-20,21,360.0,2023-08-05,50,993.9,2023-09-03,92,1689.7,2023-10-15,115,2017.3,2023-11-07,148,2607.4,2023-12-10,128,2559.0,Reproductive,148,2023-12-15,2023-12-25,2023-07-15
Soybean,2023-06-12,25.9,32.3,20.1,2.8,5,92.4,2023-06-17,17,340.3,2023-06-29,35,619.1,2023-07-17,62,1146.4,2023-08-13,75,1400.7,2023-08-26,101,1873.3,2023-09-21,117,1982.0,Germination,101,2023-09-26,2023-10-06,2023-06-12
Rice,2023-06-13,29.5,39.0,24.5,2.1,10,80.8,2023-06-23,22,358.3,2023-07-05,41,998.7,2023-07-24,98,1696.7,2023-09-19,103,1862.0,2023-09-24,146,2755.0,2023-11-06,156,2406.0,Reproductive,146,2023-11-11,2023-11-21,2023-06-13
Wheat,2023-10-28,19.1,31.0,11.4,4.9,10,91.4,2023-11-07,30,318.0,2023-11-27,48,682.7,2023-12-15,81,1479.2,2024-01-17,98,1535.7,2024-02-03,122,1946.4,2024-02-27,119,2051.0,Reproductive,122,2024-03-03,2024-03-13,2023-10-28
Cotton,2023-07-18,34.7,42.7,28.2,2.4,12,109.8,2023-07-30,26,582.3,2023-08-13,52,1246.4,2023-09-08,112,2427.0,2023-11-07,156,3149.9,2023-12-21,189,3893.1,2024-01-23,221,4181.0,Maturity,189,2024-01-28,2024-02-07,2023-07-18
Soybean,2023-07-01,25.6,32.8,18.0,3.9,5,104.7,2023-07-06,22,362.5,2023-07-23,43,665.2,2023-08-13,65,1221.3,2023-09-04,79,1788.4,2023-09-18,90,2186.9,2023-09-29,119,2298.0,Leaf_Development,90,2023-10-04,2023-10-14,2023-07-01
Soybean,2023-06-18,27.5,37.3,23.1,3.1,6,107.9,2023-06-24,24,365.1,2023-07-12,31,745.8,2023-07-19,57,1195.7,2023-08-14,74,1554.0,2023-08-31,99,2185.4,2023-09-25,110,1828.0,Germination,99,2023-09-30,2023-10-10,2023-06-18
Wheat,2023-11-30,20.3,26.7,16.1,2.7,10,85.6,2023-12-10,24,394.5,2023-12-24,48,674.7,2024-01-17,84,1494.9,2024-02-22,96,1423.8,2024-03-05,131,1960.3,2024-04-09,123,1936.0,Maturity,131,2024-04-14,2024-04-24,2023-11-30
