Crop_Type,Soil_Type,Field_Size,Sowing_Date,Sowing_Day_of_Year,Sowing_Month,District,Latitude,Longitude,Avg_Temp,Tmax,Tmin,Rainfall,Cumulative_Rainfall,Relative_Humidity,WindSpeed,Solar_Radiation,Growing_Degree_Days,Season,Avg_Yield_Last_3Years,Max_Yield_Last_3Years,Min_Yield_Last_3Years,Season_Length,Irrigation_Frequency,Soil_Organic_Matter,Soil_pH,NDVI,Evapotranspiration_ET0,Actual_Yield,Soil_Sand_Percent,Soil_Clay_Percent,Soil_Silt_Percent,Elevation,Fertilizer_NPK,Crop_Cotton,Crop_Maize,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Wheat,Soil_Alluvial,Soil_Black,Soil_Laterite,Soil_Loamy,Soil_Red,Soil_Sandy,Season_Kharif,Season_Rabi,District_Andhra Pradesh,District_Bihar,District_Gujarat,District_Haryana,District_Karnataka,District_Madhya Pradesh,District_Maharashtra,District_Punjab,District_Rajasthan,District_Tamil Nadu,District_Uttar Pradesh,District_West Bengal
Maize,Alluvial,0.64,2023-07-10,191,7,Uttar Pradesh,26.8467,80.9462,24.8,30.0,21.6,696.9,696.9,80.3,11.0,21.7,1714.8,Kharif,5.11,6.38,3.51,114,11,3.14,6.41,0.9,239.14,8.37,56.6,27.9,15.5,332,Medium,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Sugarcane,Black,0.76,2023-06-29,180,6,Maharashtra,19.7515,75.7139,30.3,40.0,22.3,1213.8,1213.8,74.3,11.5,19.3,1324.5,Kharif,89.45,111.61,80.14,113,3,2.88,7.23,0.9,251.4,65.32,36.3,38.6,25.1,332,Low,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Soybean,Black,1.68,2023-07-31,212,7,Madhya Pradesh,22.9734,78.6569,27.6,31.2,20.6,879.0,879.0,76.2,11.6,22.5,2359.5,Kharif,2.84,3.9,2.5,136,4,3.77,7.09,0.9,195.16,2.57,36.9,55.8,7.2,332,High,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Soybean,Red,1.4,2023-06-29,180,6,Madhya Pradesh,22.9734,78.6569,23.6,29.7,18.7,1216.3,1216.3,84.1,8.1,16.5,1655.0,Kharif,1.95,2.28,1.69,125,11,1.06,5.93,0.838,145.21,0.9,68.4,18.8,12.8,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Cotton,Red,2.68,2023-07-15,196,7,Gujarat,22.2587,71.1924,35.6,50.1,28.1,1292.2,1292.2,84.0,10.8,22.1,3132.8,Kharif,1.45,2.03,1.25,153,23,2.11,6.84,0.9,397.85,1.75,65.1,21.9,13.0,332,Medium,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Sugarcane,Loamy,2.31,2023-06-29,180,6,Maharashtra,19.7515,75.7139,31.0,39.0,23.1,1781.3,1781.3,76.6,8.7,22.9,1408.9,Kharif,93.61,110.82,81.83,109,8,3.39,6.1,0.9,281.81,78.68,56.8,34.6,8.6,332,Medium,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Black,2.54,2023-07-03,184,7,Bihar,25.0961,85.3131,22.1,29.2,16.1,1274.5,1274.5,70.5,6.6,20.2,1175.3,Kharif,5.16,6.08,3.87,97,11,2.28,8.5,0.9,162.98,3.58,33.1,53.3,13.6,332,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Wheat,Black,3.69,2023-11-28,332,11,West Bengal,22.9868,87.855,21.6,28.3,17.1,200.3,200.3,63.6,10.3,17.4,2674.4,Rabi,4.26,4.76,3.04,152,13,2.87,7.91,0.848,130.54,2.06,30.9,35.3,33.8,332,Medium,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Sugarcane,Alluvial,2.43,2023-06-12,163,6,Maharashtra,19.7515,75.7139,27.4,34.4,17.9,1723.5,1723.5,86.8,2.1,15.1,915.8,Kharif,76.98,101.79,50.13,101,4,3.27,6.54,0.9,163.69,110.16,59.5,33.7,6.7,332,Medium,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Black,2.91,2023-07-20,201,7,West Bengal,22.9868,87.855,26.8,34.4,21.2,1513.6,1513.6,89.1,11.9,15.8,1820.2,Kharif,4.23,5.84,3.02,111,7,3.91,7.96,0.9,194.64,4.91,23.3,31.3,45.4,332,Medium,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Maize,Alluvial,3.32,2023-06-13,164,6,Andhra Pradesh,15.9129,79.74,24.2,31.8,17.7,1057.2,1057.2,89.2,2.2,18.2,2389.3,Kharif,6.24,7.48,5.31,168,4,2.03,7.08,0.9,211.31,3.13,34.0,29.5,36.5,332,High,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Maize,Red,2.75,2023-07-02,183,7,Karnataka,15.3173,75.7139,29.0,37.7,24.3,990.3,990.3,74.4,4.9,24.7,2994.8,Kharif,6.0,7.75,3.72,159,10,2.01,5.95,0.872,371.13,6.16,66.4,18.2,15.4,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Rice,Sandy,2.57,2023-07-13,194,7,Bihar,25.0961,85.3131,21.6,28.1,18.0,2398.3,2398.3,87.7,6.1,16.0,2024.8,Kharif,4.14,5.31,3.36,177,10,1.13,7.31,0.9,173.61,2.55,77.6,13.4,9.0,332,High,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Cotton,Black,1.33,2023-06-01,152,6,Karnataka,15.3173,75.7139,27.9,36.7,19.5,1372.5,1372.5,76.3,3.9,22.9,1990.9,Kharif,1.65,2.19,1.05,153,4,3.2,7.11,0.9,218.98,1.03,30.8,52.0,17.2,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Soybean,Black,3.32,2023-06-04,155,6,Maharashtra,19.7515,75.7139,30.7,39.6,27.6,839.2,839.2,71.1,8.8,21.1,2006.2,Kharif,2.47,2.97,1.76,98,6,3.1,7.06,0.9,335.22,2.8,30.2,47.7,22.1,332,Medium,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Alluvial,2.05,2023-07-24,205,7,Haryana,29.0588,76.0856,29.3,40.3,21.3,1805.1,1805.1,73.6,3.1,18.7,2140.6,Kharif,4.07,5.0,2.47,109,18,2.76,7.45,0.9,275.45,3.24,38.9,26.3,34.8,543,Medium,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Maize,Black,3.84,2023-06-11,162,6,Karnataka,15.3173,75.7139,30.6,39.1,21.4,1089.1,1089.1,83.7,8.1,19.8,2447.9,Kharif,7.75,9.04,4.76,119,11,3.56,6.8,0.9,252.36,8.61,37.5,50.7,11.9,332,High,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Soybean,Black,0.49,2023-07-18,199,7,Rajasthan,27.0238,74.2179,25.3,35.9,19.7,1275.5,1275.5,71.9,3.5,19.1,2462.3,Kharif,2.88,3.75,2.17,157,23,2.62,8.01,0.9,206.48,2.56,35.2,49.1,15.7,332,Medium,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Rice,Black,3.42,2023-07-28,209,7,Punjab,30.7333,76.7794,23.1,28.4,20.0,1912.7,1912.7,72.3,5.9,18.1,1331.3,Kharif,6.08,7.36,5.23,97,4,2.54,8.41,0.9,214.19,3.57,29.2,34.8,36.0,543,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Rice,Black,0.16,2023-06-08,159,6,West Bengal,22.9868,87.855,28.5,34.3,20.4,2420.8,2420.8,83.7,7.2,24.0,3221.0,Kharif,5.21,6.97,4.37,178,3,2.25,6.74,0.9,261.71,4.54,24.9,30.3,44.8,332,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Maize,Red,5.17,2023-07-15,196,7,Bihar,25.0961,85.3131,22.2,32.4,16.4,1059.5,1059.5,81.0,9.5,24.0,1615.4,Kharif,5.13,5.76,4.48,136,8,1.87,6.29,0.9,245.97,3.98,64.5,29.9,5.6,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Rice,Alluvial,1.63,2023-07-15,196,7,Punjab,30.7333,76.7794,25.5,31.7,20.8,2453.0,2453.0,88.7,7.3,22.5,2017.2,Kharif,4.02,4.65,3.58,132,10,2.4,7.97,0.9,272.91,3.93,33.0,23.0,44.0,543,High,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Sugarcane,Black,0.9,2023-06-21,172,6,Karnataka,15.3173,75.7139,34.1,43.0,26.0,1343.8,1343.8,71.0,10.2,18.0,1758.7,Kharif,86.02,100.48,53.86,109,6,3.59,7.91,0.9,253.74,54.1,24.1,54.0,21.9,332,High,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Soybean,Red,1.01,2023-07-10,191,7,Rajasthan,27.0238,74.2179,31.9,42.0,23.3,786.0,786.0,70.8,9.0,17.4,2527.1,Kharif,1.75,2.24,1.06,117,15,1.62,6.42,0.845,234.54,1.74,61.1,26.0,12.9,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Soybean,Red,1.16,2023-06-12,163,6,Rajasthan,27.0238,74.2179,32.9,41.8,24.6,1131.9,1131.9,78.2,11.8,22.4,3579.8,Kharif,1.83,2.16,1.21,157,14,1.05,6.0,0.9,350.85,2.01,62.3,17.8,19.9,332,Medium,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Wheat,Alluvial,0.45,2023-10-30,303,10,Uttar Pradesh,26.8467,80.9462,19.0,25.4,13.1,305.2,305.2,40.3,3.9,15.1,2052.3,Rabi,3.58,4.0,2.2,139,10,2.04,7.22,0.778,104.88,5.66,40.7,30.7,28.7,332,Low,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Black,1.4,2023-06-22,173,6,Haryana,29.0588,76.0856,34.6,45.2,27.1,1909.4,1909.4,84.2,3.9,24.6,2899.7,Kharif,5.91,8.03,3.77,118,11,2.59,6.66,0.9,366.03,4.38,20.1,46.6,33.3,543,Medium,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Sugarcane,Alluvial,4.26,2023-07-15,196,7,Maharashtra,19.7515,75.7139,25.0,29.2,18.0,1706.0,1706.0,84.7,7.4,19.5,645.9,Kharif,108.94,125.39,92.8,90,3,2.98,7.28,0.9,207.52,59.86,52.8,15.7,31.5,332,Medium,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Black,0.77,2023-06-21,172,6,Uttar Pradesh,26.8467,80.9462,26.1,33.3,21.5,2173.1,2173.1,82.5,3.9,18.2,1989.0,Kharif,4.18,5.66,3.08,122,6,3.05,7.11,0.9,199.04,4.87,24.0,52.4,23.6,332,Medium,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Black,9.64,2023-07-07,188,7,Uttar Pradesh,26.8467,80.9462,24.8,30.6,20.3,1255.1,1255.1,79.2,7.5,19.0,2259.2,Kharif,5.25,6.63,3.6,151,8,3.85,7.08,0.9,185.02,5.4,27.4,58.7,13.9,332,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Alluvial,0.6,2023-06-22,173,6,Haryana,29.0588,76.0856,28.7,38.1,20.9,2220.1,2220.1,81.0,8.5,15.9,2199.1,Kharif,4.28,4.81,3.84,117,21,2.53,6.41,0.9,197.82,5.63,39.8,18.0,42.2,543,Medium,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Cotton,Black,0.7,2023-07-01,182,7,Karnataka,15.3173,75.7139,29.0,39.8,24.6,1246.9,1246.9,74.5,3.8,16.5,1262.9,Kharif,1.85,2.38,1.26,91,11,2.73,6.76,0.9,255.84,0.9,37.5,39.2,23.3,332,Medium,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cotton,Red,1.31,2023-06-27,178,6,Andhra Pradesh,15.9129,79.74,24.4,33.2,17.7,1135.6,1135.6,86.1,10.2,16.1,1152.3,Kharif,1.18,1.35,1.01,121,5,2.2,6.52,0.9,154.75,1.65,69.9,20.5,9.5,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Rice,Black,9.57,2023-07-14,195,7,Bihar,25.0961,85.3131,26.0,37.2,21.6,1443.7,1443.7,71.2,10.8,22.7,1687.9,Kharif,5.24,7.27,3.92,108,9,3.22,7.46,0.9,274.58,2.55,34.4,43.5,22.1,332,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Soybean,Black,1.02,2023-06-22,173,6,Madhya Pradesh,22.9734,78.6569,27.7,35.9,21.7,714.3,714.3,77.7,9.2,23.0,1648.1,Kharif,2.39,3.34,1.7,95,11,2.39,8.12,0.9,311.35,2.88,31.9,56.6,11.6,332,Medium,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Maize,Alluvial,0.5,2023-06-22,173,6,Karnataka,15.3173,75.7139,29.1,37.2,23.8,1135.6,1135.6,84.8,11.8,18.5,1874.5,Kharif,7.33,9.22,4.54,98,8,2.2,7.34,0.9,237.28,7.88,41.7,23.3,35.0,332,Low,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Sugarcane,Alluvial,1.27,2023-07-26,207,7,Maharashtra,19.7515,75.7139,25.4,31.7,16.2,1216.4,1216.4,81.9,6.1,17.5,1295.6,Kharif,119.59,140.4,77.88,176,2,2.96,6.89,0.9,169.1,97.45,50.9,15.1,34.1,332,Low,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Maize,Alluvial,2.41,2023-07-02,183,7,Bihar,25.0961,85.3131,28.5,34.7,21.8,926.9,926.9,72.2,5.8,17.4,1723.2,Kharif,5.24,6.92,3.89,91,7,2.66,7.65,0.9,160.83,6.15,48.6,22.1,29.3,332,High,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Maize,Red,1.33,2023-06-12,163,6,Uttar Pradesh,26.8467,80.9462,24.1,32.2,15.4,683.1,683.1,80.7,3.2,24.0,2274.9,Kharif,4.71,5.35,3.63,161,11,2.4,6.01,0.9,195.37,3.58,65.9,16.4,17.7,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Alluvial,0.47,2023-06-02,153,6,Haryana,29.0588,76.0856,26.8,36.6,20.1,2386.0,2386.0,77.6,10.2,18.9,2801.1,Kharif,5.26,5.94,3.81,168,20,1.57,7.24,0.9,222.37,5.33,47.6,24.6,27.7,543,Low,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Soybean,Black,2.07,2023-07-01,182,7,Madhya Pradesh,22.9734,78.6569,20.2,31.4,14.6,1152.4,1152.4,89.5,3.0,22.3,1467.2,Kharif,2.86,3.47,2.39,151,7,2.15,6.66,0.9,177.62,3.09,21.3,49.3,29.4,332,High,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Soybean,Alluvial,0.87,2023-07-23,204,7,Maharashtra,19.7515,75.7139,31.6,37.4,28.3,881.7,881.7,85.2,9.7,24.9,3309.8,Kharif,2.49,3.19,1.61,154,7,2.61,7.09,0.9,366.91,2.43,47.4,26.2,26.4,332,High,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Soybean,Alluvial,1.81,2023-06-30,181,6,Rajasthan,27.0238,74.2179,34.0,49.0,24.4,1075.2,1075.2,83.1,8.4,23.4,3980.4,Kharif,1.94,2.68,1.64,168,19,2.2,7.88,0.9,303.85,1.46,46.8,27.1,26.1,332,High,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Soybean,Black,0.68,2023-06-03,154,6,Madhya Pradesh,22.9734,78.6569,26.7,31.6,24.3,1179.2,1179.2,76.6,4.2,16.5,1691.9,Kharif,2.74,3.45,2.12,99,5,3.56,8.17,0.9,211.43,2.39,36.1,50.3,13.6,332,Medium,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Soybean,Red,1.27,2023-06-03,154,6,Madhya Pradesh,22.9734,78.6569,24.1,26.8,19.3,915.7,915.7,78.5,4.0,22.4,2501.8,Kharif,1.88,2.31,1.16,179,3,1.12,5.79,0.801,225.51,1.3,55.4,27.4,17.2,332,Medium,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Sugarcane,Alluvial,1.28,2023-06-20,171,6,Karnataka,15.3173,75.7139,26.8,35.9,21.0,1979.5,1979.5,85.0,6.6,19.3,1266.1,Kharif,115.51,148.76,101.92,137,10,1.86,7.37,0.9,250.71,118.29,44.9,16.5,38.5,332,High,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Red,1.18,2023-11-04,308,11,Uttar Pradesh,26.8467,80.9462,18.7,28.0,15.4,554.3,554.3,41.1,11.1,20.1,1432.7,Rabi,4.66,6.46,3.26,95,20,1.09,6.07,0.787,163.29,3.75,51.2,20.0,28.8,332,Medium,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Cotton,Red,2.68,2023-06-08,159,6,Maharashtra,19.7515,75.7139,26.2,33.7,19.2,1335.6,1335.6,88.5,10.7,19.3,1139.8,Kharif,1.38,1.64,0.9,103,7,2.19,6.74,0.9,218.85,0.39,65.7,25.6,8.7,332,High,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Soybean,Red,6.95,2023-07-06,187,7,Rajasthan,27.0238,74.2179,34.6,44.8,23.8,921.5,921.5,82.2,5.0,18.3,2830.0,Kharif,2.42,2.84,1.49,117,23,1.56,5.58,0.869,237.39,1.19,65.8,22.8,11.5,332,Low,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Wheat,Red,3.27,2023-11-09,313,11,Uttar Pradesh,26.8467,80.9462,15.5,23.0,6.5,439.3,439.3,43.3,5.9,24.0,1259.9,Rabi,3.09,3.47,2.38,111,10,1.5,5.68,0.838,117.25,4.37,58.8,17.2,24.0,332,Medium,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Soybean,Laterite,2.09,2023-07-28,209,7,Maharashtra,19.7515,75.7139,23.6,27.2,17.0,770.1,770.1,81.5,6.2,16.4,1263.1,Kharif,1.55,2.11,1.14,95,11,0.86,5.8,0.878,141.9,1.1,46.6,28.7,24.8,332,Low,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Laterite,0.99,2023-06-12,163,6,West Bengal,22.9868,87.855,26.3,35.5,18.5,1112.7,1112.7,82.6,2.6,15.5,1703.9,Kharif,3.25,4.23,2.77,107,9,0.95,5.36,0.801,184.78,3.45,41.8,24.4,33.8,332,Low,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Soybean,Red,5.15,2023-06-20,171,6,Rajasthan,27.0238,74.2179,32.5,47.7,24.4,1172.5,1172.5,80.1,3.4,20.1,3213.6,Kharif,2.47,3.2,1.54,143,10,1.29,6.22,0.842,317.86,1.43,62.0,26.0,12.0,332,Low,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Wheat,Alluvial,1.86,2023-11-18,322,11,Bihar,25.0961,85.3131,19.7,26.7,14.7,217.7,217.7,61.7,2.9,18.5,1858.1,Rabi,3.77,4.75,3.31,118,13,2.57,6.71,0.827,186.56,4.48,60.0,33.7,6.4,332,Low,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Soybean,Black,1.16,2023-07-29,210,7,Madhya Pradesh,22.9734,78.6569,24.1,29.8,17.8,782.5,782.5,75.9,10.9,19.3,1708.7,Kharif,1.98,2.4,1.37,123,4,3.23,8.17,0.9,215.22,2.04,28.4,49.3,22.3,332,High,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Rice,Black,4.78,2023-07-16,197,7,West Bengal,22.9868,87.855,30.8,38.3,28.2,1628.4,1628.4,76.4,8.5,16.9,2544.6,Kharif,3.72,4.63,2.58,121,4,2.52,7.1,0.9,191.83,4.42,35.7,49.1,15.2,332,Low,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Cotton,Sandy,1.42,2023-06-17,168,6,Gujarat,22.2587,71.1924,29.8,44.0,22.7,1002.9,1002.9,81.6,5.4,20.0,2399.8,Kharif,1.26,1.76,0.78,159,24,1.53,6.89,0.791,287.4,1.61,71.8,9.1,19.1,332,Medium,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Cotton,Red,0.44,2023-07-27,208,7,Gujarat,22.2587,71.1924,29.5,40.0,17.2,1390.9,1390.9,73.1,9.8,22.7,1700.1,Kharif,1.49,1.96,1.15,117,9,1.63,6.26,0.9,235.65,1.1,66.8,20.8,12.4,332,High,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Cotton,Black,2.41,2023-06-23,174,6,Maharashtra,19.7515,75.7139,28.4,33.6,24.2,899.7,899.7,79.3,7.8,15.8,1270.8,Kharif,1.67,1.96,1.34,95,3,3.95,7.28,0.9,209.48,1.44,31.8,47.2,21.1,332,Medium,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Wheat,Black,4.82,2023-10-09,282,10,Uttar Pradesh,26.8467,80.9462,18.1,23.5,9.3,292.2,292.2,61.5,9.9,15.5,1718.5,Rabi,4.31,5.28,3.06,123,24,3.4,7.44,0.896,124.06,5.02,27.2,35.5,37.2,332,Low,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Cotton,Red,4.9,2023-06-05,156,6,Maharashtra,19.7515,75.7139,29.5,40.0,20.7,1472.9,1472.9,87.7,10.2,17.9,2005.6,Kharif,1.62,2.08,1.34,139,2,1.18,6.06,0.881,214.23,1.91,56.7,15.4,27.9,332,High,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
